size,variant_index,tower_count,stop_count,vehicle_count,uavs_per_vehicle,seed,uncertainty,method,candidate_mode,nearest_per_tower,sensitivity_factor,sensitivity_level,quantile_z,scenario_id,milp_status,milp_reference_scope,milp_optimizes_rwct,milp_completion_time_scope,total_candidate_pairs,screened_pair_count,candidate_pair_reduction,feasible_candidate_pairs,baseline_family,baseline_candidate_evaluations,baseline_generations,baseline_population_size,baseline_ant_count,baseline_best_order_score,alns_use_quantile,alns_risk_value_weight,alns_adaptive_enabled,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates,alns_objective_evaluations,alns_score_cache_size,alns_repair_position_evaluations,destroy_random_removal_uses,destroy_worst_energy_removal_uses,destroy_shaw_related_removal_uses,destroy_path_segment_removal_uses,destroy_uav_chain_removal_uses,repair_greedy_insert_repair_uses,repair_regret_insert_repair_uses,repair_energy_minimum_insert_repair_uses,repair_synchronization_aware_insert_repair_uses,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,feasible_top_risk_coverage,sortie_count,avg_towers_per_sortie,missed_value,solver_runtime,objective_value,milp_gap,optimality_gap_pct,reserve_ratio,iteration_budget,uav_count_override
M,1,50,25,2,2,3,high,alns_pinn_full,kmeans,3,quantile_z,1.96,1.96,M50_P25_seed3_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,88,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,73.0,11.0,27.0,1.0,101.0,50.0,900.0,17.0,19.0,20.0,26.0,18.0,37.0,35.0,12.0,16.0,432.928884,579.348342,2141.216734,0.0,0.0,121.893103,0.916667,0.916667,50,1.0,0,0.140171,10830.284886230054,0.0,0.0,,,
M,1,50,25,2,2,3,high,alns_pinn_full,kmeans,3,reserve_ratio,0.08,,M50_P25_seed3_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,95,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,75.0,16.0,25.0,1.0,101.0,50.0,900.0,18.0,19.0,22.0,24.0,17.0,41.0,32.0,12.0,15.0,439.029203,588.344954,2118.450497,0.0,0.0,123.115372,0.916667,0.916667,49,1.020408,0,0.100268,10963.283037310055,0.0,0.0,0.08,,
M,1,50,25,2,2,3,high,alns_pinn_full,kmeans,3,reserve_ratio,0.12,,M50_P25_seed3_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,94,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,75.0,16.0,25.0,1.0,101.0,50.0,900.0,18.0,19.0,22.0,24.0,17.0,41.0,32.0,12.0,15.0,433.712596,580.186658,2141.216734,0.0,0.0,121.881176,0.916667,0.916667,50,1.0,0,0.079057,10837.025091910053,0.0,0.0,0.12,,
M,1,50,25,2,2,3,high,alns_pinn_full,kmeans,3,reserve_ratio,0.2,,M50_P25_seed3_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,81,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,22.0,26.0,3.0,101.0,50.0,900.0,21.0,14.0,29.0,15.0,21.0,36.0,35.0,19.0,10.0,419.973534,550.5357,2142.929575,0.0,0.0,124.379242,0.916667,0.916667,50,1.0,0,0.079862,10736.10934443006,0.0,0.0,0.2,,
M,1,50,25,2,2,3,high,alns_pinn_full,kmeans,3,iteration_budget,50,,M50_P25_seed3_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,94,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,32.0,9.0,18.0,1.0,51.0,50.0,450.0,7.0,11.0,9.0,11.0,12.0,17.0,15.0,7.0,11.0,433.712596,580.186658,2141.216734,0.0,0.0,121.881176,0.916667,0.916667,50,1.0,0,0.06965,10837.025091910053,0.0,0.0,,50,
M,1,50,25,2,2,3,high,alns_pinn_full,kmeans,3,iteration_budget,100,,M50_P25_seed3_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,94,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,75.0,16.0,25.0,1.0,101.0,50.0,900.0,18.0,19.0,22.0,24.0,17.0,41.0,32.0,12.0,15.0,433.712596,580.186658,2141.216734,0.0,0.0,121.881176,0.916667,0.916667,50,1.0,0,0.075571,10837.025091910053,0.0,0.0,,100,
M,1,50,25,2,2,3,high,alns_pinn_full,kmeans,3,iteration_budget,160,,M50_P25_seed3_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,94,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,128.0,23.0,32.0,1.0,161.0,50.0,1440.0,36.0,23.0,35.0,42.0,24.0,68.0,57.0,18.0,17.0,433.712596,580.186658,2141.216734,0.0,0.0,121.881176,0.916667,0.916667,50,1.0,0,0.082902,10837.025091910053,0.0,0.0,,160,
M,1,50,25,2,2,3,high,alns_pinn_full,kmeans,3,uav_count,2,,M50_P25_seed3_high_uav_count2_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,94,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,75.0,16.0,25.0,1.0,101.0,50.0,900.0,18.0,19.0,22.0,24.0,17.0,41.0,32.0,12.0,15.0,437.307956,547.11302,2141.216734,0.0,0.0,125.758715,0.916667,0.916667,50,1.0,0,0.09415,11044.995453910054,0.0,0.0,,,2
M,1,50,25,2,2,3,high,alns_pinn_full,kmeans,3,uav_count,4,,M50_P25_seed3_high_uav_count4_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,94,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,75.0,16.0,25.0,1.0,101.0,50.0,900.0,18.0,19.0,22.0,24.0,17.0,41.0,32.0,12.0,15.0,433.712596,580.186658,2141.216734,0.0,0.0,121.881176,0.916667,0.916667,50,1.0,0,0.093991,10837.025091910053,0.0,0.0,,,4
M,1,50,25,2,2,3,high,alns_pinn_full,kmeans,3,uav_count,6,,M50_P25_seed3_high_uav_count6_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,94,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,75.0,16.0,25.0,1.0,101.0,50.0,900.0,18.0,19.0,22.0,24.0,17.0,41.0,32.0,12.0,15.0,433.712596,580.186658,2141.216734,0.0,0.0,121.881176,0.916667,0.916667,50,1.0,0,0.095857,10837.025091910053,0.0,0.0,,,6
M,1,50,25,2,2,3,high,alns_pinn_full,direct,3,candidate_mode,direct,,M50_P25_seed3_high,not_milp,not_milp,False,not_milp,1250,1250,0.0,91,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,75.0,15.0,25.0,11.0,101.0,50.0,900.0,20.0,24.0,17.0,18.0,21.0,25.0,44.0,13.0,18.0,507.7667,638.599782,2584.551133,0.0,0.0,141.908589,0.916667,0.916667,49,1.020408,0,0.104544,12523.080864670055,0.0,0.0,,,
M,1,50,25,2,2,3,high,alns_pinn_full,kmeans,3,candidate_mode,kmeans,,M50_P25_seed3_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,94,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,75.0,16.0,25.0,1.0,101.0,50.0,900.0,18.0,19.0,22.0,24.0,17.0,41.0,32.0,12.0,15.0,433.712596,580.186658,2141.216734,0.0,0.0,121.881176,0.916667,0.916667,50,1.0,0,0.109241,10837.025091910053,0.0,0.0,,,
M,1,50,25,2,2,3,high,alns_pinn_full,dbscan,3,candidate_mode,dbscan,,M50_P25_seed3_high_dbscan3,not_milp,not_milp,False,not_milp,150,74,0.506667,12,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,14.0,26.0,13.0,101.0,50.0,900.0,22.0,14.0,22.0,20.0,22.0,35.0,37.0,13.0,15.0,499.182892,210.585082,8299.131691,0.653061,0.653061,121.122804,0.833333,0.5,49,1.020408,2372.9002,0.030187,11024.804610510053,0.0,0.0,,,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,quantile_z,1.28,1.28,M50_P25_seed4_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,85,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,21.0,26.0,8.0,101.0,50.0,900.0,25.0,18.0,17.0,14.0,26.0,34.0,34.0,11.0,21.0,449.735451,592.818343,2302.363068,0.0,0.0,106.680838,0.916667,0.916667,50,1.0,0,0.112733,10243.102209168745,0.0,0.0,,,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,quantile_z,1.645,1.645,M50_P25_seed4_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,78,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,22.0,26.0,9.0,101.0,50.0,900.0,27.0,23.0,11.0,17.0,22.0,31.0,37.0,10.0,22.0,435.065714,559.55118,2302.363068,0.0,0.0,99.326384,1.0,1.0,50,1.0,0,0.106148,9566.108966008744,0.0,0.0,,,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,quantile_z,1.96,1.96,M50_P25_seed4_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,69,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,13.0,26.0,9.0,101.0,50.0,900.0,27.0,16.0,10.0,18.0,29.0,34.0,38.0,13.0,15.0,404.06294,520.63862,2301.876335,0.02,0.02,99.234415,1.0,1.0,50,1.0,57.2176,0.111268,9476.336045128743,0.0,0.0,,,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,reserve_ratio,0.08,,M50_P25_seed4_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,83,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,22.0,26.0,9.0,101.0,50.0,900.0,27.0,23.0,11.0,17.0,22.0,31.0,37.0,10.0,22.0,435.065714,559.55118,2302.363068,0.0,0.0,99.326384,1.0,1.0,50,1.0,0,0.102984,9566.345366008743,0.0,0.0,0.08,,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,reserve_ratio,0.12,,M50_P25_seed4_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,78,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,22.0,26.0,9.0,101.0,50.0,900.0,27.0,23.0,11.0,17.0,22.0,31.0,37.0,10.0,22.0,435.065714,559.55118,2302.363068,0.0,0.0,99.326384,1.0,1.0,50,1.0,0,0.094637,9566.108966008744,0.0,0.0,0.12,,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,reserve_ratio,0.2,,M50_P25_seed4_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,68,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,71.0,19.0,29.0,8.0,101.0,50.0,900.0,30.0,19.0,12.0,17.0,22.0,34.0,32.0,13.0,21.0,399.456857,515.562452,2301.876335,0.02,0.02,99.102945,1.0,1.0,50,1.0,57.2176,0.097879,9423.954099768745,0.0,0.0,0.2,,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,iteration_budget,50,,M50_P25_seed4_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,78,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,36.0,10.0,14.0,9.0,51.0,50.0,450.0,15.0,12.0,5.0,9.0,9.0,13.0,21.0,6.0,10.0,435.065714,559.55118,2302.363068,0.0,0.0,99.326384,1.0,1.0,50,1.0,0,0.104615,9566.108966008744,0.0,0.0,,50,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,iteration_budget,100,,M50_P25_seed4_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,78,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,22.0,26.0,9.0,101.0,50.0,900.0,27.0,23.0,11.0,17.0,22.0,31.0,37.0,10.0,22.0,435.065714,559.55118,2302.363068,0.0,0.0,99.326384,1.0,1.0,50,1.0,0,0.10908,9566.108966008744,0.0,0.0,,100,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,iteration_budget,160,,M50_P25_seed4_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,78,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,122.0,24.0,38.0,9.0,161.0,50.0,1440.0,36.0,37.0,22.0,27.0,38.0,59.0,55.0,14.0,32.0,435.065714,559.55118,2302.363068,0.0,0.0,99.326384,1.0,1.0,50,1.0,0,0.130623,9566.108966008744,0.0,0.0,,160,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,uav_count,2,,M50_P25_seed4_high_uav_count2_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,78,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,22.0,26.0,9.0,101.0,50.0,900.0,27.0,23.0,11.0,17.0,22.0,31.0,37.0,10.0,22.0,451.730882,559.55118,2302.363068,0.0,0.0,103.684066,0.916667,0.916667,50,1.0,0,0.114633,9961.715399008746,0.0,0.0,,,2
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,uav_count,4,,M50_P25_seed4_high_uav_count4_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,78,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,22.0,26.0,9.0,101.0,50.0,900.0,27.0,23.0,11.0,17.0,22.0,31.0,37.0,10.0,22.0,435.065714,559.55118,2302.363068,0.0,0.0,99.326384,1.0,1.0,50,1.0,0,0.117702,9566.108966008744,0.0,0.0,,,4
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,uav_count,6,,M50_P25_seed4_high_uav_count6_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,78,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,22.0,26.0,9.0,101.0,50.0,900.0,27.0,23.0,11.0,17.0,22.0,31.0,37.0,10.0,22.0,435.065714,559.55118,2302.363068,0.0,0.0,99.326384,1.0,1.0,50,1.0,0,0.114466,9566.108966008744,0.0,0.0,,,6
M,1,50,25,2,2,4,high,alns_pinn_full,direct,3,candidate_mode,direct,,M50_P25_seed4_high,not_milp,not_milp,False,not_milp,1250,1250,0.0,73,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,69.0,14.0,31.0,6.0,101.0,50.0,900.0,31.0,18.0,13.0,10.0,28.0,37.0,29.0,14.0,20.0,460.812934,583.007741,2738.288517,0.0,0.0,109.872188,1.0,1.0,50,1.0,0,0.122935,10549.182322608745,0.0,0.0,,,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,candidate_mode,kmeans,,M50_P25_seed4_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,78,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,22.0,26.0,9.0,101.0,50.0,900.0,27.0,23.0,11.0,17.0,22.0,31.0,37.0,10.0,22.0,435.065714,559.55118,2302.363068,0.0,0.0,99.326384,1.0,1.0,50,1.0,0,0.127942,9566.108966008744,0.0,0.0,,,
M,1,50,25,2,2,4,high,alns_pinn_full,dbscan,3,candidate_mode,dbscan,,M50_P25_seed4_high_dbscan3,not_milp,not_milp,False,not_milp,150,70,0.533333,10,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,75.0,12.0,25.0,10.0,101.0,50.0,900.0,27.0,22.0,9.0,15.0,27.0,42.0,30.0,13.0,15.0,500.176209,227.536716,9108.582604,0.7,0.7,107.878431,0.75,0.416667,50,1.0,2655.6145,0.037815,10441.730071648746,0.0,0.0,,,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,quantile_z,1.28,1.28,M50_P25_seed5_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,88,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,79.0,29.0,21.0,4.0,101.0,50.0,900.0,16.0,12.0,19.0,22.0,31.0,32.0,38.0,13.0,17.0,456.435278,616.085704,2180.634484,0.0,0.0,117.955424,0.916667,0.916667,49,1.020408,0,0.121358,10252.042971527764,0.0,0.0,,,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,quantile_z,1.645,1.645,M50_P25_seed5_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,80,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,76.0,16.0,24.0,4.0,101.0,50.0,900.0,13.0,17.0,27.0,19.0,24.0,37.0,34.0,15.0,14.0,453.64668,607.773917,2180.634484,0.0,0.0,115.951745,0.916667,0.916667,49,1.020408,0,0.109783,10091.618690767762,0.0,0.0,,,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,quantile_z,1.96,1.96,M50_P25_seed5_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,83.0,27.0,17.0,4.0,101.0,50.0,900.0,19.0,23.0,20.0,19.0,19.0,40.0,34.0,9.0,17.0,453.863866,621.237344,2184.05957,0.0,0.0,121.781096,0.916667,0.916667,49,1.020408,0,0.126227,10312.817102367766,0.0,0.0,,,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,reserve_ratio,0.08,,M50_P25_seed5_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,85,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,76.0,16.0,24.0,4.0,101.0,50.0,900.0,13.0,17.0,27.0,19.0,24.0,37.0,34.0,15.0,14.0,453.64668,607.773917,2180.634484,0.0,0.0,115.951745,0.916667,0.916667,49,1.020408,0,0.123369,10091.618690767762,0.0,0.0,0.08,,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,reserve_ratio,0.12,,M50_P25_seed5_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,80,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,76.0,16.0,24.0,4.0,101.0,50.0,900.0,13.0,17.0,27.0,19.0,24.0,37.0,34.0,15.0,14.0,453.64668,607.773917,2180.634484,0.0,0.0,115.951745,0.916667,0.916667,49,1.020408,0,0.11742,10091.618690767762,0.0,0.0,0.12,,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,reserve_ratio,0.2,,M50_P25_seed5_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,79.0,28.0,21.0,3.0,101.0,50.0,900.0,21.0,23.0,23.0,11.0,22.0,37.0,34.0,13.0,16.0,458.484111,631.457056,2184.05957,0.0,0.0,122.398219,0.916667,0.916667,49,1.020408,0,0.10775,10374.705402607764,0.0,0.0,0.2,,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,iteration_budget,50,,M50_P25_seed5_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,80,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,36.0,12.0,14.0,4.0,51.0,50.0,450.0,4.0,8.0,12.0,11.0,15.0,23.0,9.0,11.0,7.0,453.64668,607.773917,2180.634484,0.0,0.0,115.951745,0.916667,0.916667,49,1.020408,0,0.084266,10091.618690767762,0.0,0.0,,50,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,iteration_budget,100,,M50_P25_seed5_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,80,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,76.0,16.0,24.0,4.0,101.0,50.0,900.0,13.0,17.0,27.0,19.0,24.0,37.0,34.0,15.0,14.0,453.64668,607.773917,2180.634484,0.0,0.0,115.951745,0.916667,0.916667,49,1.020408,0,0.087017,10091.618690767762,0.0,0.0,,100,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,iteration_budget,160,,M50_P25_seed5_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,80,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,132.0,22.0,28.0,4.0,161.0,50.0,1440.0,34.0,27.0,39.0,29.0,31.0,68.0,58.0,17.0,17.0,453.64668,607.773917,2180.634484,0.0,0.0,115.951745,0.916667,0.916667,49,1.020408,0,0.083779,10091.618690767762,0.0,0.0,,160,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,uav_count,2,,M50_P25_seed5_high_uav_count2_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,80,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,76.0,16.0,24.0,4.0,101.0,50.0,900.0,13.0,17.0,27.0,19.0,24.0,37.0,34.0,15.0,14.0,497.679259,680.391208,2180.634484,0.0,0.0,129.336597,0.916667,0.916667,49,1.020408,0,0.083339,11375.525407767767,0.0,0.0,,,2
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,uav_count,4,,M50_P25_seed5_high_uav_count4_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,80,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,76.0,16.0,24.0,4.0,101.0,50.0,900.0,13.0,17.0,27.0,19.0,24.0,37.0,34.0,15.0,14.0,453.64668,607.773917,2180.634484,0.0,0.0,115.951745,0.916667,0.916667,49,1.020408,0,0.086032,10091.618690767762,0.0,0.0,,,4
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,uav_count,6,,M50_P25_seed5_high_uav_count6_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,80,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,76.0,16.0,24.0,4.0,101.0,50.0,900.0,13.0,17.0,27.0,19.0,24.0,37.0,34.0,15.0,14.0,453.64668,607.773917,2180.634484,0.0,0.0,115.951745,0.916667,0.916667,49,1.020408,0,0.084205,10091.618690767762,0.0,0.0,,,6
M,1,50,25,2,2,5,high,alns_pinn_full,direct,3,candidate_mode,direct,,M50_P25_seed5_high,not_milp,not_milp,False,not_milp,1250,1250,0.0,74,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,16.0,22.0,4.0,101.0,50.0,900.0,12.0,23.0,20.0,17.0,28.0,33.0,38.0,13.0,16.0,473.684137,571.074517,2488.034442,0.0,0.0,121.474415,0.916667,0.916667,50,1.0,0,0.116125,10563.789493927761,0.0,0.0,,,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,candidate_mode,kmeans,,M50_P25_seed5_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,80,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,76.0,16.0,24.0,4.0,101.0,50.0,900.0,13.0,17.0,27.0,19.0,24.0,37.0,34.0,15.0,14.0,453.64668,607.773917,2180.634484,0.0,0.0,115.951745,0.916667,0.916667,49,1.020408,0,0.092767,10091.618690767762,0.0,0.0,,,
M,1,50,25,2,2,5,high,alns_pinn_full,dbscan,3,candidate_mode,dbscan,,M50_P25_seed5_high_dbscan3,not_milp,not_milp,False,not_milp,150,70,0.533333,10,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,76.0,19.0,24.0,17.0,101.0,50.0,900.0,16.0,24.0,10.0,25.0,25.0,42.0,30.0,11.0,17.0,508.197429,240.022334,8904.946994,0.7,0.7,122.39898,0.75,0.416667,50,1.0,2857.0918,0.026275,10306.205468887767,0.0,0.0,,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,quantile_z,1.28,1.28,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,84,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,76.0,16.0,24.0,9.0,101.0,50.0,900.0,18.0,15.0,23.0,19.0,25.0,40.0,34.0,14.0,12.0,444.570652,560.165058,2402.100669,0.0,0.0,111.736905,1.0,1.0,49,1.020408,0,0.095289,10099.950716430136,0.0,0.0,,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,quantile_z,1.645,1.645,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,67.0,15.0,33.0,13.0,101.0,50.0,900.0,29.0,18.0,12.0,27.0,14.0,35.0,36.0,12.0,17.0,459.458898,576.311306,2425.320977,0.0,0.0,119.053506,1.0,1.0,50,1.0,0,0.091163,10664.84309227014,0.0,0.0,,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,quantile_z,1.96,1.96,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,140,0.888,63,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,24.0,22.0,9.0,101.0,50.0,900.0,21.0,21.0,26.0,16.0,16.0,43.0,30.0,11.0,16.0,483.321571,595.295515,2430.184604,0.0,0.0,121.999779,1.0,1.0,50,1.0,0,0.084014,10563.754982630137,0.0,0.0,,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,reserve_ratio,0.08,,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,78,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,80.0,16.0,20.0,11.0,101.0,50.0,900.0,23.0,16.0,21.0,18.0,22.0,35.0,41.0,10.0,14.0,460.169506,590.718615,2402.100669,0.0,0.0,114.835577,1.0,1.0,49,1.020408,0,0.089668,10519.61047011014,0.0,0.0,0.08,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,reserve_ratio,0.12,,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,67.0,15.0,33.0,13.0,101.0,50.0,900.0,29.0,18.0,12.0,27.0,14.0,35.0,36.0,12.0,17.0,459.458898,576.311306,2425.320977,0.0,0.0,119.053506,1.0,1.0,50,1.0,0,0.091457,10664.84309227014,0.0,0.0,0.12,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,reserve_ratio,0.2,,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,138,0.8896,59,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,27.0,22.0,11.0,101.0,50.0,900.0,19.0,17.0,23.0,17.0,24.0,41.0,32.0,12.0,15.0,481.188422,615.24892,2431.723325,0.0,0.0,121.973721,1.0,1.0,50,1.0,0,0.086613,10566.512055350138,0.0,0.0,0.2,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,iteration_budget,50,,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,25.0,10.0,25.0,8.0,51.0,50.0,450.0,12.0,9.0,7.0,14.0,8.0,14.0,15.0,10.0,11.0,445.521643,568.369837,2425.320977,0.0,0.0,120.231207,1.0,1.0,50,1.0,0,0.081795,10697.169103270138,0.0,0.0,,50,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,iteration_budget,100,,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,67.0,15.0,33.0,13.0,101.0,50.0,900.0,29.0,18.0,12.0,27.0,14.0,35.0,36.0,12.0,17.0,459.458898,576.311306,2425.320977,0.0,0.0,119.053506,1.0,1.0,50,1.0,0,0.094793,10664.84309227014,0.0,0.0,,100,
